,artist,genre
1074,Jay Rock,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
1075,Bazzi,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
1076,Lean Trap,
1077,The Cranberries,"['irish rock', 'pop rock']"
1078,Rob Nunes,['sertanejo pop']
1079,Aretuza Lovi,"['funk carioca', 'pop lgbtq+ brasileira']"
1080,Glades,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis', 'vapor soul']"
1081,Nio Garcia,"['latin', 'reggaeton', 'trap latino']"
1082,Azhika,
1083,Carnage,"['edm', 'electro house', 'electronic trap', 'pop rap', 'trap']"
1084,Devin Dawson,"['contemporary country', 'country pop', 'modern country rock']"
1085,H.E.R.,"['alternative r&b', 'dance pop', 'pop', 'r&b']"
1086,Jão,
1087,Delacruz,
1088,Harmonia Do Samba,"['axe', 'funk carioca', 'pagode', 'pagode baiano']"
1089,Ferrugem,['pagode']
1090,Rudimental,"['dance pop', 'edm', 'house', 'liquid funk', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
1091,Jessi Uribe,"['colombian pop', 'musica popular colombiana']"
1092,TYS Musica,
1093,Danny Marin,['guatemalan pop']
1094,Rawayana,"['latin alternative', 'reggae en espanol', 'venezuelan hip hop', 'venezuelan rock']"
1095,18 Kilates,"['cumbia pop', 'cumbia villera']"
1096,Dj Lauuh,['cumbia pop']
1097,Loud Luxury,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
1098,Carlie Hanson,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']"
1099,Mozart La Para,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
1100,Bhavi,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
1101,Turf,"['hyphy', 'west coast trap']"
1102,Cazzu,"['argentine hip hop', 'rap latina', 'reggaeton', 'trap argentino', 'trap latino']"
1103,MC Loma e As Gêmeas Lacração,"['brega funk', 'funk carioca']"
1104,Dan + Shay,"['contemporary country', 'country', 'pop']"
1105,Bebo Yau,['ecuadorian pop']
1106,Reggaetones,
1107,BlocBoy JB,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']"
1108,SOB X RBE,"['cali rap', 'trap', 'vapor trap']"
1109,Jorja Smith,"['dance pop', 'pop', 'r&b', 'uk contemporary r&b']"
1110,Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
1111,Zacari,['gqom']
1112,Mozzy,"['cali rap', 'sacramento hip hop', 'trap']"
1113,Duki Y Neo Pistea,
1114,R.K.M & Ken-Y,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
1115,Juan Solo,['mexican pop']
1116,Psirico,"['axe', 'funk carioca', 'pagode', 'pagode baiano']"
1117,Gloria Groove,"['funk carioca', 'pop', 'pop lgbtq+ brasileira']"
1118,Suro Solar & Camila Recabarren,
1119,Koffee el Kafetero,['champeta']
1120,El Bebeto,"['banda', 'corrido', 'mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']"
1121,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1122,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1123,"Interpreti dello spettacolo ""Bella Ciao""",
1124,Cecilia Krull,['spanish pop']
1125,Elettra Lamborghini,['italian pop']
1126,WC no Beat,"['brazilian edm', 'brazilian hip hop', 'funk carioca', 'funk ostentacao', 'trap funk']"
1127,Mc IG,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
1128,Dilsinho,"['pagode', 'pagode novo', 'sertanejo pop']"
1129,Keys N Krates,"['bass trap', 'edm', 'electronic trap', 'livetronica', 'vapor twitch']"
1130,DrefQuila,"['reggaeton chileno', 'trap chileno', 'trap latino']"
1131,Taiwan MC,['french reggae']
1132,Cornelio Vega y su Dinastia,"['corrido', 'nuevo regional mexicano', 'regional mexican']"
1133,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
1134,Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']"
1135,DJ Cobra Monterrey,"['mexican edm', 'perreo']"
1136,Talis e Welinton,['sertanejo pop']
1137,Mc Neguinho do ITR,"['funk carioca', 'funk ostentacao']"
1138,Dennis Lloyd,['israeli pop']
1139,Tinashe,"['alternative r&b', 'dance pop', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
1140,Jamiroquai,['dance pop']
1141,Pearl Jam,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
1142,Os Cretinos,['funk carioca']
1143,Swae Lee,"['melodic rap', 'trap']"
1144,Joyner Lucas,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
1145,Jordan Davis,['contemporary country']
1146,Dirty K,
1147,Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
1148,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
1149,Mr. Vegas,"['azonto', 'dancehall', 'panamanian pop', 'reggae fusion', 'soca']"
1150,Rels B,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']"
1151,El Codigo Kirkao,['panamanian pop']
1152,Mancha De Rolando,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
1153,DJ A1,
1154,HRVY,"['dance pop', 'pop', 'post-teen pop', 'social media pop']"
1155,King Princess,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']"
1156,TOTO,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1157,Coscu,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1158,Vitor Kley,"['brazilian edm', 'nova mpb']"
1159,Mc Kitinho,"['funk carioca', 'funk ostentacao']"
1160,KILLY,"['canadian hip hop', 'canadian trap', 'melodic rap', 'toronto rap', 'trap', 'underground hip hop', 'vapor trap']"
1161,Yes Mccan,['hip hop quebecois']
1162,Lion Rose,
1163,Beret,"['latin pop', 'spanish hip hop', 'spanish pop']"
1164,Lil Dicky,"['comedy rap', 'pop rap', 'rap']"
1165,David Bisbal,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
1166,Kidd Keo,"['trap latino', 'trap triste', 'urbano espanol']"
1167,Ana Mena,"['latin pop', 'spanish pop']"
1168,Angeles,"['gruperas inmortales', 'nu-cumbia', 'regional mexican', 'tropical']"
1169,Nabález,['colombian pop']
1170,Calle y Poché,['latin viral pop']
1171,Nicolas Mayorca,"['colombian pop', 'pop reggaeton']"
1172,El Alfa & Yomel,
1173,Redimi2,"['latin christian', 'latin worship', 'rap conciencia', 'rap cristiano']"
1174,NEVO,
1175,Tommy Boysen,"['reggaeton chileno', 'reggaeton flow', 'trap latino']"
1176,Towers Mix,
1177,Señor Loop,"['panamanian indie', 'panamanian pop', 'panamanian rock']"
1178,Wanakin,
1179,Frijo,"['argentine hip hop', 'trap argentino', 'trap latino']"
1180,Yulien Oviedo,['cubaton']
1181,Paula Mattos,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1182,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']"
1183,Hugo & Tiago,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1184,Belly,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']"
1185,Calum Scott,"['indie cafe pop', 'pop']"
1186,Boza,
1187,Damas Gratis,['cumbia villera']
1188,Léo Magalhães,"['brega romantico', 'forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1189,Duncan Dhu,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']"
1190,Luana,['instrumental lullaby']
1191,NOTD,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']"
1192,Luke Bryan,"['contemporary country', 'country', 'country road']"
1193,Mart,"['alt z', 'electropop', 'pop']"
1194,Yashua,['r&b en espanol']
1195,MC Rafa 22,
1196,Bad Wolves,"['alternative metal', 'metal']"
1197,Spiff TV,
1198,The Rudeboyz,"['reggaeton flow', 'trap brasileiro']"
1199,Gusi,"['colombian pop', 'latin', 'latin pop', 'pop reggaeton']"
1200,Eladio Carrion,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'trap triste']"
1201,Eamon,
1202,YSY A,"['argentine hip hop', 'trap argentino']"
1203,MC MM,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
1204,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1205,"Secreto ""El Famoso Biberon""","['dembow', 'dominican pop', 'latin', 'rap dominicano', 'trap latino']"
1206,Jd Pantoja,"['latin viral pop', 'reggaeton mexicano']"
1207,Jaguares,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']"
1208,Franco De Vita,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']"
1209,SUPER JUNIOR,"['k-pop', 'k-pop boy group']"
1210,Aitana,"['latin pop', 'latin talent show', 'spanish pop']"
1211,Billie Eilish,"['electropop', 'pop']"
1212,Sugarland,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
1213,Juice WRLD,"['chicago rap', 'melodic rap']"
1214,G Herbo,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']"
1215,Khea,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
1216,Monsieur Periné,"['colombian pop', 'gypsy jazz', 'latin', 'latin alternative', 'latin pop', 'latin rock']"
1217,MC Dede,"['funk carioca', 'funk ostentacao', 'funk paulista']"
1218,Banx & Ranx,['basshall']
1219,Miky Woodz,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1220,Gianluca Vacchi,
1221,Dillon Francis,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']"
1222,Diego Boneta,"['latin arena pop', 'latin pop']"
1223,Los Guaraguao,['musica nicaraguense']
1224,Carlos Mejía Godoy,"['musica nicaraguense', 'nueva cancion']"
1225,Guardabarranco,['musica nicaraguense']
1226,Molotov,"['latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'mexican rock', 'rock en espanol']"
1227,Mercedes Sosa,"['cantautor', 'folclore tucumano', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional', 'trova']"
1228,Inti-Illimani,"['latin rock', 'musica andina', 'nueva cancion', 'trova']"
1229,Mason Ramsey,"['contemporary country', 'country']"
1230,Neo Pistea,"['argentine hip hop', 'trap argentino', 'trap latino']"
1231,Wolty,['argentine hip hop']
1232,Two Feet,"['indie poptimism', 'modern rock']"
1233,Yera,"['colombian pop', 'latin pop', 'pop reggaeton', 'reggaeton colombiano']"
1234,Kenny Man,['panamanian pop']
1235,Néstor Ló y Los Caminantes,"['folklore paraguayo', 'polca paraguaya']"
1236,Morgan Wallen,['contemporary country']
1237,Numa,
1238,Matt Hunter,"['latin pop', 'pop reggaeton', 'trap latino']"
1239,Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
1240,Christina Aguilera,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1241,Rashid,"['islamic recitation', 'quran']"
1242,San Joe,"['bachata', 'latin']"
1243,Florence + The Machine,"['baroque pop', 'pop', 'uk alternative pop']"
1244,Céline Dion,"['canadian pop', 'dance pop']"
1245,Chantel Jeffries,"['kentucky hip hop', 'la pop']"
1246,Bhad Bhabie,"['pop', 'pop rap', 'social media pop', 'trap queen', 'viral rap']"
1247,Jess Glynne,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
1248,Lalo Ebratt,"['colombian hip hop', 'dominican pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']"
1249,Jósean Log,['mexican indie']
1250,At' Fat,['panamanian pop']
1251,Temple Sour,['reggae peruano']
1252,Tierra Adentro,"['cumbia paraguaya', 'folklore paraguayo', 'polca paraguaya']"
1253,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
1254,Ella Mai,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
1255,MC Bruninho,"['batidao romantico', 'brega funk', 'brega romantico', 'funk carioca', 'pop teen brasileiro']"
1256,Tropkillaz,"['afrofuturismo brasileiro', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional']"
1257,Legarda,"['latin viral pop', 'pop reggaeton']"
1258,Atomi Otro Way,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
1259,Duo Guardabarranco,['musica nicaraguense']
1260,Gaitanes,
1261,Agustín Casanova,['cumbia pop']
1262,Pharrell Williams,['pop rap']
1263,FMK,"['trap argentino', 'trap latino', 'trap triste']"
1264,Casper Magico,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1265,Pusha T,"['alternative hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
1266,YG,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1267,Los Tipitos,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
1268,Pappo,"['argentine heavy metal', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']"
1269,Silva,['otacore']
1270,Melim,"['mpb', 'nova mpb', 'pop nacional']"
1271,Aviões do Forró,"['axe', 'forro', 'pagode', 'sertanejo', 'sertanejo universitario']"
1272,Nico Clinico,['rap dominicano']
1273,The 1975,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']"
1274,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']"
1275,Khea;Omar Varela,
1276,Dominion,"['contemporary country', 'country', 'country road']"
1277,MC Keron,['brega funk']
1278,EME,"['edm', 'pop dance', 'progressive electro house', 'progressive house', 'trance', 'uplifting trance']"
1279,Mateus Carrilho,"['brega funk', 'funk carioca', 'pop lgbtq+ brasileira']"
1280,Jesse Baez,"['guatemalan pop', 'r&b en espanol', 'urbano espanol']"
1281,KIDS SEE GHOSTS,"['hip hop', 'rap', 'underground hip hop']"
1282,Louis The Child,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
1283,88rising,"['asian american hip hop', 'chill r&b', 'pop']"
1284,Chase Rice,"['contemporary country', 'country', 'country road', 'modern country rock']"
1285,Dierks Bentley,"['contemporary country', 'country', 'country road']"
1286,Sky Rompiendo,"['reggaeton flow', 'trap latino']"
1287,Cynthia Luz,"['brazilian hip hop', 'r&b brasileiro', 'rap feminino nacional']"
1288,Priscilla Alcantara,['adoracao']
1289,Junior Lord,['r&b brasileiro']
1290,Lagum,"['belo horizonte indie', 'brazilian edm', 'nova mpb']"
1291,NEW CITY,
1292,Ala Jaza,"['dominican pop', 'latin', 'merengue']"
1293,Japanese,"['art pop', 'bubblegrunge', 'eugene indie', 'indie pop', 'indie rock', 'philly indie']"
1294,La Mosca Tse-Tse,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska argentino']"
1295,Zion,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1296,Natalia Oreiro,['pop argentino']
1297,Nas,"['lgbtq+ hip hop', 'pop rap']"
1298,The Carters,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
1299,Clau,"['alternative r&b', 'pop', 'r&b']"
1300,Alec Benjamin,"['alt z', 'electropop', 'pop']"
1301,Bomby,"['reggaeton colombiano', 'salsa choke']"
1302,The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
1303,Joss Favela,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
1304,El de La Guitarra,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1305,Afro B,"['afroswing', 'dancehall', 'uk dancehall']"
1306,Ñejo & Dalmata,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1307,MYA,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1308,MC Alexandre,
1309,Mc Kevin,
1310,Years & Years,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']"
1311,Darell,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1312,Juanpis Gonzalez,['colombian pop']
1313,Lenuel,
1314,Edu Lombardo,"['canto popular uruguayo', 'musica popular uruguaya']"
1315,Jaime Roos,"['canto popular uruguayo', 'folklore uruguayo', 'musica popular uruguaya', 'nueva cancion', 'rock nacional']"
1316,Canario Luna,"['canto popular uruguayo', 'musica popular uruguaya']"
1317,Street Rappers,
1318,Fred & Gustavo,"['musica gaucha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1319,Thascya,
1320,Humberto & Ronaldo,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1321,Loud,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
1322,Jake Owen,"['contemporary country', 'country', 'country road', 'modern country rock']"
1323,Mora,"['reggaeton', 'reggaeton flow', 'trap latino']"
1324,Luisa Fernanda W,['latin viral pop']
1325,Santana the Golden Boy,['reggaeton flow']
1326,Jonzmen,
1327,La Unión,"['cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish new wave', 'spanish pop']"
1328,benny blanco,"['electropop', 'pop', 'pop rap']"
1329,ROSALÍA,['r&b en espanol']
1330,Leonardo,['nuevo regional mexicano']
1331,Matuê,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']"
1332,Kenny Chesney,"['contemporary country', 'country', 'country road']"
1333,Milo K,['classical guitar']
1334,Hey Santana,
1335,Marcos Menchaca,['mexican pop']
1336,Amindi,['dancehall']
1337,Daniela Darcourt,"['modern salsa', 'pop peruano', 'salsa peruana']"
1338,Binomio de Oro de América,"['musica popular colombiana', 'tropical', 'vallenato']"
1339,Los Auténticos Decadentes,"['argentine rock', 'cuarteto', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']"
1340,Eduardo Costa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1341,Dynoro,"['edm', 'pop dance', 'tropical house']"
1342,Diego Torres,"['latin', 'latin pop', 'pop argentino', 'rock en espanol', 'spanish pop', 'tropical']"
1343,Los Abejorros,
1344,Rodolfo Bueso,['pop catracho']
1345,Jesus Aguilar,['pop catracho']
1346,Grupo Arranke,['nuevo regional mexicano']
1347,Janieck,
1348,Anna Carina,"['peruvian rock', 'pop peruano']"
1349,DJ Durel,
1350,Sheck Wes,"['rap', 'trap', 'underground hip hop', 'vapor trap']"
1351,Denzel Curry,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
1352,Cordae,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
1353,Dean Lewis,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']"
1354,Don Khuma,
1355,Tropijazz,
1356,Trío Los Josefinos,
1357,Trio Alma de America,
1358,Eladio Carrion;Seven Kayne,
1359,Tobi,"['alternative r&b', 'chicago rap', 'chill r&b', 'pop', 'pop rap']"
1360,Ananda,
1361,Paloma Mami,"['latin pop', 'reggaeton chileno', 'trap chileno', 'trap latino']"
1362,Alfa Records,
1363,Francisco Loría,
1364,Los Tucanes De Tijuana,"['corrido', 'norteno', 'regional mexican']"
1365,Nacha Pop,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']"
1366,Los Topsys,
1367,MC Davo,"['mexican hip hop', 'trap mexicano']"
1368,LP,['florida rap']
1369,Lary,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1370,Lynyrd Skynyrd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
1371,Jowell & Randy,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1372,Caos,
1373,Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']"
1374,Cauty,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']"
1375,Tony Dize,"['latin', 'latin hip hop', 'reggaeton', 'relaxative', 'trap latino']"
1376,Quavo,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1377,Flipp Dinero,"['melodic rap', 'rap', 'trap', 'vapor trap']"
1378,Luck Ra;Seven Kayne,
1379,Yasmin Santos,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1380,Lauana Prado,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1381,ADL,['indie pop rap']
1382,Aaron Smith,['chicago house']
1383,Gabriel Gava,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1384,George Ezra,"['folk-pop', 'modern rock', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock']"
1385,PRETTYMUCH,"['alt z', 'boy band', 'dance pop', 'pop', 'post-teen pop', 'social media pop']"
1386,Tayl G,['trap queen']
1387,Ximena Sariñana,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop']"
1388,KURT,"['focus beats', 'lo-fi beats']"
1389,a-ha,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1390,Rauw Alejandro,"['puerto rican pop', 'trap latino']"
1391,Bryce Vine,"['electropop', 'pop', 'pop rap']"
1392,Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
1393,Social House,['pop rap']
1394,lovelytheband,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
1395,Lele Pons,"['latin pop', 'viral pop']"
1396,WOS,"['argentine indie', 'trap argentino']"
1397,Yvng Swag,['social media pop']
1398,MC Hollywood,"['funk carioca', 'funk paulista']"
1399,VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'underground hip hop']"
1400,SHY Martin,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'swedish electropop']"
1401,Grupo Codiciado,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
1402,Bas,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']"
1403,Panter Music,
1404,La Joven Guardia,"['pop romantico', 'rock nacional']"
1405,Luccas Carlos,"['brazilian hip hop', 'pop nacional', 'pop rap brasileiro', 'r&b brasileiro']"
1406,Nando Reis,"['brazilian rock', 'mpb', 'pop rock brasileiro']"
1407,Jahyanai,"['dancehall', 'dancehall guyanaise', 'pop urbaine', 'reunion pop', 'shatta', 'trap antillais', 'zouk riddim']"
1408,J Calix,['pop catracho']
1409,JWolfy,['pop catracho']
1410,Juan Gabriel,"['cancion melodica', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']"
1411,Paul Rosenberg,
1412,Why Don't We,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']"
1413,Pacho El Antifeka,"['reggaeton', 'reggaeton flow', 'trap latino']"
1414,Dj Brasil Mix,
1415,Sander Wazz,
1416,Skank,"['brazilian rock', 'latin alternative', 'manguebeat', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']"
1417,Ruanzinho,"['batidao romantico', 'brega funk', 'brega romantico', 'funk carioca']"
1418,MC Kevin o Chris,"['funk 150 bpm', 'funk carioca']"
1419,Lexa,"['funk carioca', 'funk pop', 'pop nacional']"
1420,Xamã,"['brazilian hip hop', 'funk carioca', 'trap brasileiro']"
1421,Micro TDH,"['latin', 'reggaeton', 'trap latino', 'trap venezolano', 'venezuelan hip hop']"
1422,Capi,"['alternative dance', 'metropopolis']"
1423,Bobo,"['afro-cuban percussion', 'boogaloo', 'jazz funk', 'latin jazz', 'soul jazz']"
1424,Silk City,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house']"
1425,Seakret,['pop nacional']
1426,Israel & Rodolffo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1427,The Fish House,"['brazilian edm', 'brazilian house']"
1428,MC Menor Mr,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
1429,Xand Avião,"['forro de favela', 'funk carioca', 'sertanejo pop']"
1430,Atomic Otro Way,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
1431,J Quiles,"['latin', 'reggaeton', 'trap latino']"
1432,N'Samble,
1433,Joji,"['alternative r&b', 'viral pop']"
1434,Fiesta Huasa,['cueca chilena']
1435,Ballet Folklórico Alma Chilena,['cueca chilena']
1436,Los Prisioneros,"['chilean hardcore', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'ska chileno']"
1437,Los Tres,"['bolero', 'bolero mexicano']"
1438,La Manta,"['bolero', 'cumbia', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']"
1439,SHELOW,"['dembow', 'dominican pop', 'rap dominicano']"
1440,JOSIMAR Y SU YAMBU,"['pop peruano', 'salsa peruana']"
1441,Bryant Mayers,
1442,YNW Melly,"['melodic rap', 'trap']"
1443,BROCKHAMPTON,"['boy band', 'hip hop', 'rap', 'underground hip hop']"
1444,Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
1445,Pardison Fontaine,['upstate ny rap']
1446,La Champions Liga,"['cumbia pop', 'cumbia villera']"
1447,VICE MENTA,"['rap regio', 'trap mexicano']"
1448,Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
1449,Mumford & Sons,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']"
1450,Dan Talevski,['canadian pop']
1451,Dash Y Cangri,['reggaeton chileno']
1452,Dj Coss,
1453,Tres Dedos,"['ecuadorian pop', 'pop reggaeton']"
1454,Elefante,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
1455,Samy y Sandra Sandoval,"['panamanian pop', 'tipico']"
1456,Kobi Cantillo,['pop reggaeton']
1457,Juicy J,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1458,MC L da Vinte,"['funk bh', 'funk carioca', 'funk ostentacao']"
1459,MC Rita,['funk carioca']
1460,Recayd Mob,"['brazilian hip hop', 'funk ostentacao', 'trap brasileiro']"
1461,League of Legends,"['speedrun', 'video game music']"
1462,Ava Max,"['dance pop', 'pop']"
1463,Dímelo Flow,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
1464,Alajaza,
