,artist,genre
2417,Tokischa,"['dominican pop', 'rap latina', 'trap dominicano']"
2418,Deiby Lceja,
2419,Chael Produciendo,
2420,Sofía Valdés,['panamanian pop']
2421,DLG,"['latin', 'salsa', 'tropical']"
2422,MC Mari,
2423,Zé Vaqueiro,['forro de favela']
2424,Young Martino,"['reggaeton flow', 'trap latino']"
2425,Mackie,"['perreo', 'reggaeton flow']"
2426,Adso Alejandro,"['trap venezolano', 'venezuelan hip hop']"
2427,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
2428,The Citizens of Halloween,['halloween']
2429,grandson,"['modern alternative rock', 'modern rock', 'rock']"
2430,MC Ws,
2431,Rockwell,
2432,Omar Courtz,['trap boricua']
2433,Ana Gabriel,"['latin', 'latin pop', 'mariachi', 'ranchera']"
2434,Deyvis Orosco,"['cumbia peruana', 'pop peruano']"
2435,King Von,['chicago rap']
2436,Only The Family,"['chicago rap', 'rap', 'southern hip hop', 'trap']"
2437,347aidan,['sad rap']
2438,Bebe DJ,['cumbia pop']
2439,Carin,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2440,MC Hariel,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
2441,Flow La Movie,['trap latino']
2442,Jorge Celedón,"['ecuadorian pop', 'latin', 'latin pop', 'musica popular colombiana', 'tropical', 'vallenato', 'vallenato moderno']"
2443,Angie Flores,
2444,Polache,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie pop', 'indietronica', 'pop']"
2445,David Santos,"['corridos tumbados', 'sierreno']"
2446,Ricky Montgomery,"['alt z', 'indie pop', 'la indie', 'pop']"
2447,Fran Argiro,['cumbia pop']
2448,Martin Lora,"['dominican pop', 'trap dominicano']"
2449,Nosequien y los Nosecuantos,"['peruvian rock', 'pop peruano']"
2450,Porky Slim,
2451,Petter Ferraz,
2452,Luan Estilizado,"['forro', 'sertanejo pop']"
2453,Sean Kingston,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']"
2454,Jamby El Favo,"['reggaeton flow', 'trap latino']"
2455,Medicen R,['dominican pop']
2456,Tropical Caribe De Los Hnos Loera,
2457,Paris Boy,
2458,DANI,"['canadian contemporary r&b', 'pop', 'r&b']"
2459,Papu DJ,['rkt']
2460,Trio Vegabajeño,"['musica jibara', 'puerto rican folk']"
2461,Anderson & Vei da Pisadinha,"['forro', 'piseiro']"
2462,Grover Washington,
2463,Carmen Mena,
2464,Musica-Musica,"['corrido', 'duranguense', 'regional mexican', 'tropical']"
2465,Trey Lewis,
2466,Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']"
2467,Rusherking,"['trap argentino', 'trap triste']"
2468,Lira,"['rock en espanol', 'rock urbano mexicano']"
2469,Israell Muniz,['forro']
2470,MC Luan da BS,"['funk bh', 'funk carioca', 'funk ostentacao']"
2471,DJ Lucas Beat,
2472,Trunks,"['asian american hip hop', 'dark trap', 'underground hip hop', 'vapor trap']"
2473,Marbelle,"['colombian pop', 'musica popular colombiana']"
2474,Emanuel A,"['classical performance', 'classical piano']"
2475,Selena,"['dance pop', 'pop', 'post-teen pop']"
2476,Bobby Pulido,"['norteno', 'regional mexican', 'tejano', 'tropical']"
2477,Wilbur Soot,['social media pop']
2478,La K'onga,"['cuarteto', 'cumbia pop']"
2479,Sfera Ebbasta,"['italian hip hop', 'italian pop', 'trap italiana']"
2480,Vitor Fernandes,
2481,Renno,"['nova mpb', 'nova musica paulista']"
2482,HVME,['slap house']
2483,Andrew Andraos,
2484,Young Stoner Life,"['hip hop', 'rap', 'trap']"
2485,La Delio Valdez,['cumbia']
2486,Teto Mc,
2487,Otis Redding,"['adult standards', 'classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
2488,Dolly Parton,"['classic country pop', 'country', 'country dawn']"
2489,Pretenders,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
2490,Raulin Rodriguez,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
2491,Eddy Herrera,"['dominican pop', 'latin', 'tropical']"
2492,Los Tigres Del Norte,"['corrido', 'norteno', 'regional mexican']"
2493,"Luis Angel ""El Flaco""","['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
2494,Ismael Rivera,"['bomba y plena', 'latin jazz', 'puerto rican folk', 'salsa', 'tropical']"
2495,Alex Manga,['vallenato moderno']
2496,Mother Mother,['vancouver indie']
2497,Popp Hunna,"['philly rap', 'viral rap']"
2498,Los del Fuego,"['cumbia pop', 'cumbia santafesina', 'cumbia villera']"
2499,L-Gante,
2500,Nestor En Bloque,"['cumbia paraguaya', 'cumbia pop', 'cumbia villera']"
2501,Leo Mattioli,"['argentine rock', 'cumbia santafesina', 'cumbia villera']"
2502,Tambó Tambó,
2503,Grupo Sombras,['cumbia villera']
2504,Kawe,['brazilian hip hop']
2505,O Boy da Seresta,['forro']
2506,Biu do Piseiro,"['forro', 'piseiro']"
2507,Tito Rojas Y Su Orquesta,"['salsa', 'salsa international', 'tropical']"
2508,Eliseo Herrera,
2509,Ghetto,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
2510,Tito Rojas,"['latin', 'panamanian pop', 'salsa', 'salsa puertorriquena', 'tropical']"
2511,Los 2 de la S,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2512,Flans,"['latin', 'latin pop', 'rock en espanol']"
2513,Dj Maya,
2514,Armonia 10,"['cumbia peruana', 'peruvian rock', 'pop peruano']"
2515,Los Rehenes,"['grupera', 'gruperas inmortales', 'regional mexican', 'tropical']"
2516,Sonido Caracol,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
2517,Karibe con K,['cumbia uruguaya']
2518,Chacho Ramos,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
2519,Los Pikantes,
